,IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban,COUNTRY,CONTINENT
146,Nepal_00013_543874653_f64e9976da_1104_7729101@N03.jpg,f64e9976da_1104_7729101@N03,27.712102,85.280685,2,12,351,0.0008400845266198,0.007289183161605,0.9918709559967552,NP,Asia
147,Netherlands_00069_1354802467_1e48ea9c4c_1252_44067110@N00.jpg,1e48ea9c4c_1252_44067110@N00,52.34158,4.792327,2,11,361,0.0010650216758847,0.0092058034414321,0.9897291342476252,NL,Europe
148,NorthCarolina_00008_253749264_f0a5e6ab18_88_23601949@N00.jpg,f0a5e6ab18_88_23601949@N00,35.962376,-75.635547,1,7,116,2.50092763898202e-05,0.9409333840520642,0.0590416217582521,US,North America
149,Norway_00012_216550665_58216eae8f_76_90833046@N00.jpg,58216eae8f_76_90833046@N00,60.377302,6.720371,2,14,87,0.0011770343943595,0.0776156091925486,0.9212073565039134,NO,Europe
150,Norway_00029_447570830_5d155dd0b1_209_74196805@N00.jpg,5d155dd0b1_209_74196805@N00,69.635592,18.998966,1,6,187,0.0002075222598314,0.9915687666126516,0.0082237498870376,NO,Europe
151,Norway_00040_990922720_327b7613ae_1157_96928198@N00.jpg,327b7613ae_1157_96928198@N00,62.147918,6.059207,2,14,49,0.0052053321056462,0.2749158636861466,0.7198788246306549,NO,Europe
152,Norway_00048_1457219700_4744851a83_1196_99437479@N00.jpg,4744851a83_1196_99437479@N00,78.052895,14.238967,2,14,49,0.0039275184355602,0.0996012340975767,0.8964712748672525,NO,Europe
153,Oklahoma_00005_262685303_e360a17203_90_96332550@N00.jpg,e360a17203_90_96332550@N00,35.611045,-95.987763,1,8,140,0.0003175863736601,0.6463652198428633,0.3533171846488621,US,North America
154,Oman_00001_159023565_dc1b205e99_70_67879480@N00.jpg,dc1b205e99_70_67879480@N00,23.606306,58.537731,0,3,130,0.8411953096415772,0.0002893467724334,0.1585153827672991,OM,Asia
155,Pakistan_00003_408755072_963acdb313_132_14262239@N00.jpg,963acdb313_132_14262239@N00,36.300531,74.649868,1,7,344,0.0201419315919508,0.6826385286776713,0.2972195235543609,PK,Asia
156,Paris_00005_44406254_0054d193dc_27_98908999@N00.jpg,0054d193dc_27_98908999@N00,48.853717,2.347738,2,11,334,0.0094560209740848,0.0368986326479898,0.953645390786278,FR,Europe
157,Paris_00011_71800567_f579201d15_35_18684820@N00.jpg,f579201d15_35_18684820@N00,48.866521,2.329101,0,0,115,0.8762015452366541,0.0019405673226629,0.1218579208834285,FR,Europe
158,Paris_00025_129504349_cdd20e3144_1_42485416@N00.jpg,cdd20e3144_1_42485416@N00,48.861326,2.346954,2,11,334,0.000137466925242,0.0019897575232334,0.9978726949087822,FR,Europe
159,Paris_00127_433927029_bb089eecff_188_7218593@N05.jpg,bb089eecff_188_7218593@N05,48.859364,2.291142,1,6,78,1.4243148096337864e-05,0.9626706377787072,0.0373150169894618,FR,Europe
160,Paris_00131_445353063_8c58bd82b1_179_88895879@N00.jpg,8c58bd82b1_179_88895879@N00,48.863133,2.336654,2,15,319,0.1935978841127763,0.0283637538419441,0.7780382608888345,FR,Europe
161,Paris_00159_523650404_92319fd22a_254_51035632501@N01.jpg,92319fd22a_254_51035632501@N01,48.855298,2.312461,2,11,213,0.0001961366512324,0.0038251200010783,0.9959788033830002,FR,Europe
162,Paris_00160_524943416_6cc4913ba0_249_80246871@N00.jpg,6cc4913ba0_249_80246871@N00,48.805012,2.121015,0,5,331,0.9063400460806808,0.0004319670733119,0.093228064306055,FR,Europe
163,Paris_00213_1392923096_21dcd946e9_1007_13640599@N07.jpg,21dcd946e9_1007_13640599@N07,48.886899,2.343177,2,11,230,0.000268485837382,0.0001041902971308,0.999627228460966,FR,Europe
164,Peru_00016_325016580_4febe27d8f_143_32649801@N00.jpg,4febe27d8f_143_32649801@N00,-13.53653,-71.998901,2,11,108,0.0008268202833789,0.0030888979155392,0.9960841845984943,PE,South America
165,Philippines_00021_1354823159_b54e258230_1056_83794921@N00.jpg,b54e258230_1056_83794921@N00,13.521759,120.9696,1,6,48,0.0008715894198445,0.8590659334945485,0.1400624921485729,PH,Asia
166,Poland_00024_419395727_db46f2f484_183_93455345@N00.jpg,db46f2f484_183_93455345@N00,50.067717,19.923706,2,11,200,0.0007531028610117,0.0009422430735952,0.998304630143565,PL,Europe
167,Poland_00039_939060542_595e7aa0f0_1297_15632944@N00.jpg,595e7aa0f0_1297_15632944@N00,49.597095,19.93467,2,10,278,0.151722181675024,1.3062514042733175e-05,0.8482647478873436,PL,Europe
168,Portugal_00001_37087644_e25c1c4be1_31_41894197861@N01.jpg,e25c1c4be1_31_41894197861@N01,38.709039,-9.136247,2,15,47,0.0336811697111283,0.0014678146632007,0.96485114322293,PT,Europe
169,Portugal_00028_288609860_5f01b18ba2_108_82981539@N00.jpg,5f01b18ba2_108_82981539@N00,38.693519,-9.205673,2,11,200,0.0022027792751764,0.081010317722928,0.9167869763891688,PT,Europe
170,Portugal_00031_315254130_e99b1f16b2_116_49777280@N00.jpg,e99b1f16b2_116_49777280@N00,41.149383,-8.610105,2,10,66,0.0008431516289135,0.1698184887400771,0.8293383479514773,PT,Europe
171,PuertoRico_00013_1356370638_0426ac7dcb_1264_23437487@N00.jpg,0426ac7dcb_1264_23437487@N00,18.469468,-66.119842,2,11,10,0.0001147206199438,0.2330468257163431,0.7668385053321267,US,North America
172,Romania_00003_147566544_11f95abd00_45_96155869@N00.jpg,11f95abd00_45_96155869@N00,45.793262,24.150695,2,11,84,0.0010038972396841,0.0083031235290604,0.990693059328521,RO,Europe
173,Romania_00010_407620380_c9862a7d9a_181_48313794@N00.jpg,c9862a7d9a_181_48313794@N00,47.550579,25.843963,2,15,348,0.0096959800124523,0.3881982058665016,0.6021058105374095,RO,Europe
174,Rome_00002_43887898_6646f63596_30_42126397@N00.jpg,6646f63596_30_42126397@N00,41.929357,12.472229,2,11,5,0.0309736560286335,0.006631704128992,0.9623946104069216,IT,Europe
175,Rome_00021_217560377_c0097f0084_83_84498284@N00.jpg,c0097f0084_83_84498284@N00,41.901765,12.481584,2,11,84,0.0008718522812909,0.010896032198616,0.9882321549200412,IT,Europe
176,Rome_00024_231521295_1a0e1b7fb5_91_55085284@N00.jpg,1a0e1b7fb5_91_55085284@N00,41.890393,12.49197,2,11,200,0.0004866560677001,0.0201564510972076,0.979356984559132,IT,Europe
177,Russia_00019_985802242_5ad0b7dbeb_1190_23707253@N00.jpg,5ad0b7dbeb_1190_23707253@N00,59.94046,30.312223,2,15,319,0.0016086238996999,0.0067273802786864,0.991663969782369,RU,Europe
178,SanFrancisco_00096_442372330_8e060f4138_176_7571568@N05.jpg,8e060f4138_176_7571568@N05,37.782383,-122.42031,1,6,194,0.0003855936096783,0.9902673134389488,0.0093469465142845,US,North America
179,Seoul_00010_367998508_f0e90c701b_107_87409164@N00.jpg,f0e90c701b_107_87409164@N00,37.583085,126.992683,2,12,260,0.001517302586663,0.0218037830094317,0.9766789000485404,KR,Asia
180,Shenzhen_00003_954656461_a90fe556dc_1111_32377115@N00.jpg,a90fe556dc_1111_32377115@N00,22.565354,114.073448,2,11,330,5.725186804559496e-06,5.513316898825282e-06,0.9999887909208528,CN,Asia
181,SouthDakota_00001_103581976_d9b87d0c35_36_96388182@N00.jpg,d9b87d0c35_36_96388182@N00,43.542412,-96.699922,2,11,86,2.3995104567603454e-06,0.0006256780621235,0.9993719380350888,US,North America
182,Spain_00063_379578856_a608d0b600_146_75653366@N00.jpg,a608d0b600_146_75653366@N00,43.323538,-1.98522,2,15,319,0.1162172141255268,0.0100883152088044,0.8736945522218775,ES,Europe
183,Spain_00083_486577745_b0256c3b07_221_51162504@N00.jpg,b0256c3b07_221_51162504@N00,37.389024,-5.994071,2,11,273,0.0013657992805065,0.0030342543696395,0.9955999407053112,ES,Europe
184,SriLanka_00008_841500207_6eabfd01c6_1147_9900419@N06.jpg,6eabfd01c6_1147_9900419@N06,6.590774,79.979095,2,11,242,0.0003645845814275,0.0402038680482101,0.9594316778373102,LK,Asia
185,Sweden_00010_187208678_92004a5c41_72_46054052@N00.jpg,92004a5c41_72_46054052@N00,58.474311,11.311798,1,7,117,0.0012943030866736,0.900112551855841,0.0985931411921967,SE,Europe
186,Switzerland_00008_103429200_c4904154d8_38_73293249@N00.jpg,c4904154d8_38_73293249@N00,46.167286,7.099698,1,9,233,0.0002648270806706,0.5554932562455477,0.4442420460000358,CH,Europe
187,Switzerland_00014_170747608_cf4538d97b_50_97458173@N00.jpg,cf4538d97b_50_97458173@N00,46.496974,7.675924,1,8,258,0.0007020519808325,0.8972880009215771,0.1020098848666126,CH,Europe
188,Switzerland_00082_1222153363_9eaceb19eb_1370_47311799@N00.jpg,9eaceb19eb_1370_47311799@N00,46.204977,6.149843,2,10,66,0.0046207009992258,0.3058576139215461,0.6895216887655238,CH,Europe
189,Switzerland_00086_1367058455_d58f03d50f_1136_9407621@N05.jpg,d58f03d50f_1136_9407621@N05,46.604579,7.935862,1,8,150,0.0015039630534707,0.9834574011394251,0.0150385725491126,CH,Europe
190,Sydney_00073_1226915900_eea86783cd_1128_65768710@N00.jpg,eea86783cd_1128_65768710@N00,-33.870344,151.225433,2,10,171,0.0009949712288062,0.1626647279753683,0.8363402280284618,AU,Oceania
191,Syria_00001_91276050_f4598af84a_27_80528961@N00.jpg,f4598af84a_27_80528961@N00,33.522792,36.309814,0,2,51,0.9995956045384728,1.616813909599557e-05,0.0003882899031717,SY,Asia
192,Taiwan_00044_406785882_413e3bba60_158_81421684@N00.jpg,413e3bba60_158_81421684@N00,24.514718,121.60818,1,6,271,0.0016842306812066,0.9835137639884124,0.0148020520303617,TW,Asia
193,Tanzania_00019_1292210091_693ea74b7a_1088_15274769@N00.jpg,693ea74b7a_1088_15274769@N00,-3.169805,35.528561,1,6,356,0.0091784244056682,0.8115045884803749,0.1793169496069921,TZ,Africa
194,Thailand_00034_327008969_eda8c71554_140_17362713@N00.jpg,eda8c71554_140_17362713@N00,12.925599,100.891571,0,0,31,0.8266016990130538,0.0021956605333457,0.1712026141732963,TH,Asia
195,Tokyo_00070_439717934_3d0fd200f1_180_97324495@N00.jpg,3d0fd200f1_180_97324495@N00,35.690428,139.704803,0,0,185,0.9900316124861288,0.0008063088963492,0.009162013734963,JP,Asia
196,Tonga_00002_479647466_2e7ea24455_169_36709487@N00.jpg,2e7ea24455_169_36709487@N00,-40.884642,173.048229,1,6,194,0.0004598251435368,0.992411783572237,0.0071284683718602,NZ,Oceania
197,Tunisia_00008_903924177_8eeea96057_1429_9416923@N08.jpg,8eeea96057_1429_9416923@N08,33.553412,9.966487,2,11,10,0.0018928967122774,0.4488768387000803,0.5492302704567678,TN,Africa
198,Turkey_00007_199529249_b54fd55a6e_70_85971448@N00.jpg,b54fd55a6e_70_85971448@N00,38.671304,34.839363,1,7,116,0.0004864224316989,0.9337290049149942,0.0657845150874507,TR,Asia
199,Turkey_00037_1105905643_007e7c4da0_1384_82622473@N00.jpg,007e7c4da0_1384_82622473@N00,41.100957,28.999614,2,11,226,0.0058034641832452,0.000665056720851,0.9935314496764444,TR,Asia
200,Ukraine_00015_1337848415_599183dcd9_1178_28325468@N00.jpg,599183dcd9_1178_28325468@N00,46.475736,30.765677,1,6,48,0.0001138707627639,0.9306873279009658,0.0691988681537605,UA,Europe
201,UnitedKingdom_00019_964966881_426cf82f57_1071_98545448@N00.jpg,426cf82f57_1071_98545448@N00,51.682337,-1.78659,1,7,306,8.219672780562792e-05,0.9984598393801996,0.0014581654314405,GB,Europe
202,Utah_00013_273721069_5a2ffa6fe3_94_79954435@N00.jpg,5a2ffa6fe3_94_79954435@N00,38.689278,-109.576805,2,11,200,0.0032243546308068,0.4217395668109915,0.5750360913016301,US,North America
203,Utah_00017_311640007_f48e92f2d4_116_19269532@N00.jpg,f48e92f2d4_116_19269532@N00,37.218846,-112.920913,1,8,141,0.0032127018593683,0.871930160537886,0.124857170483736,US,North America
204,Utah_00026_474986001_181d71a40d_218_53364390@N00.jpg,181d71a40d_218_53364390@N00,38.773023,-109.324779,1,7,232,0.0003368942076349,0.9528347566979392,0.0468283421896842,US,North America
205,Uzbekistan_00001_280399379_3193cf1f0d_94_40084555@N00.jpg,3193cf1f0d_94_40084555@N00,39.667027,66.942787,2,11,226,0.3471842544370691,0.0006640138480804,0.6521517320282213,UZ,Asia
206,Vermont_00002_113886360_6cb9ab47bd_41_87434398@N00.jpg,6cb9ab47bd_41_87434398@N00,43.043237,-72.909822,2,15,296,0.0004800067172521,0.0054787315586661,0.9940412201343056,US,North America
207,Vermont_00016_746636213_f837f3bf39_1209_19212858@N00.jpg,f837f3bf39_1209_19212858@N00,44.385208,-73.24356,2,8,173,0.0041750370963313,0.4056285877702521,0.5901964735032834,US,North America
208,Vietnam_00013_309555658_1206a876e1_109_40279823@N00.jpg,1206a876e1_109_40279823@N00,15.878047,108.337898,2,11,292,0.0025067543865588,0.3597063424083444,0.6377869594315939,VN,Asia
209,Virginia_00012_710310620_0900169ce4_1266_94125865@N00.jpg,0900169ce4_1266_94125865@N00,36.746982,-81.537995,2,14,105,0.0565853336754003,0.3281272690320094,0.6152874982627452,US,North America
210,Virginia_00055_1440634934_ac4db3526d_1135_91062007@N00.jpg,ac4db3526d_1135_91062007@N00,36.859948,-75.978484,1,7,289,0.0082610663023086,0.6341290967377233,0.3576098932092861,US,North America
211,Washington_00077_933052351_c52eb39df8_1294_54699140@N00.jpg,c52eb39df8_1294_54699140@N00,38.8985,-77.0275,2,10,207,0.3800024215817004,0.0003527405193981,0.6196448628887872,US,North America
212,Washington_00092_1444342752_743c6981e6_1161_39405636@N00.jpg,743c6981e6_1161_39405636@N00,46.783282,-121.763534,1,6,234,1.3177212212500676e-05,0.9956753925307212,0.0043113042064284,US,North America
213,Wisconsin_00036_1174326080_46cb7b0c2b_1168_10976003@N07.jpg,46cb7b0c2b_1168_10976003@N07,43.654692,-89.821643,2,14,201,0.0097093414096516,0.3752867880309267,0.615003856395548,US,North America
214,Wyoming_00005_264085120_70bc6791b2_97_48947971@N00.jpg,70bc6791b2_97_48947971@N00,43.838489,-110.725708,1,7,234,5.901457982071534e-05,0.99280944846992,0.0071315212086577,US,North America
215,america_00003_225732316_f761e65a4e_70_70484005@N00.jpg,f761e65a4e_70_70484005@N00,41.746157,-73.932248,0,0,114,0.9999402797871164,1.3673890409932056e-05,4.6187100816386106e-05,US,North America
216,capri_00004_483725210_cb68b00ed5_174_40425693@N00.jpg,cb68b00ed5_174_40425693@N00,40.557373,14.266262,1,7,350,2.9986898197748024e-06,0.999825440844598,0.0001714987929201,IT,Europe
217,england_00041_251424233_428738c274_111_11114422@N00.jpg,428738c274_111_11114422@N00,51.243139,-0.359823,1,8,359,0.0003477953360757,0.7992703916611532,0.2003817900628135,GB,Europe
218,england_00047_273334374_b9447e5806_94_57749403@N00.jpg,b9447e5806_94_57749403@N00,53.229056,-0.547943,2,12,209,0.0091302475815382,0.1459271642115425,0.8449425687518897,GB,Europe
219,england_00090_496632589_c83b7bb9e9_226_91548597@N00.jpg,c83b7bb9e9_226_91548597@N00,53.190613,-2.894822,2,15,143,0.1681907159673983,0.0545008021360899,0.7773085433930191,GB,Europe
220,florence_00012_313147389_c46824aa79_106_90168643@N00.jpg,c46824aa79_106_90168643@N00,43.76725,11.272659,2,11,334,1.446629565471369e-05,2.560860094252826e-05,0.9999598779186092,IT,Europe
221,florence_00014_353015358_1e186608c3_153_37507546@N00.jpg,1e186608c3_153_37507546@N00,43.765639,11.270256,2,10,10,0.0031767424380575,0.2878515118562745,0.7089716284554015,IT,Europe
222,galapagos_00007_1030772840_1430e92543_1026_7132415@N03.jpg,1430e92543_1026_7132415@N03,-0.393444,-90.281352,1,7,116,0.0123154125308815,0.8398675501580328,0.1478169964120752,EC,South America
223,nikko_00002_313984117_ffde0f168d_117_25159586@N00.jpg,ffde0f168d_117_25159586@N00,36.753576,139.604473,1,6,78,0.001630003153707,0.6723555680632671,0.3260144706743233,JP,Asia
224,nyc_00037_195999660_2dba8fdba9_60_40829484@N00.jpg,2dba8fdba9_60_40829484@N00,40.455307,-75.300292,0,4,16,0.9988935417458704,2.2523091328346785e-07,0.0011062788211817,US,North America
225,nyc_00042_220554146_bf077ea42f_66_20871343@N00.jpg,bf077ea42f_66_20871343@N00,40.763874,-73.973243,0,0,115,0.9963763258001066,0.0001848882283645,0.0034388155236904,US,North America
226,nyc_00138_1022905709_ffa667da68_1040_70323761@N00.jpg,ffa667da68_1040_70323761@N00,40.807304,-73.961393,2,15,123,0.0053191141942772,7.259949982030278e-05,0.99460826111119,US,North America
227,orlando_00010_295896083_bb881f9d62_110_29251780@N00.jpg,bb881f9d62_110_29251780@N00,29.188135,-81.226387,1,8,164,9.75357606645133e-05,0.5073086213894271,0.492593910866964,US,North America
228,pompei_00003_876663807_361e72721c_1145_78841376@N00.jpg,361e72721c_1145_78841376@N00,40.747586,14.484207,2,11,84,0.0014566764734542,0.0969414520026248,0.9016020022262552,IT,Europe
229,scotland_00043_270016034_22faac0537_95_50994135@N00.jpg,22faac0537_95_50994135@N00,56.034122,-4.983844,2,10,142,0.0009211998069673,0.4810125921341637,0.5180662478182043,GB,Europe
230,scotland_00053_331995269_96230f644d_165_77235581@N00.jpg,96230f644d_165_77235581@N00,58.202872,-6.379451,2,15,273,0.0403734832481177,0.0656250885065787,0.89400147999703,GB,Europe
231,seattle_00064_443151803_90c945e87c_191_74223826@N00.jpg,90c945e87c_191_74223826@N00,47.645127,-122.336257,1,6,48,0.0007512672021405,0.7423452845387999,0.2569034009814004,US,North America
232,venice_00002_69431815_c01190b915_35_39303693@N00.jpg,c01190b915_35_39303693@N00,45.433515,12.346229,0,1,317,0.8578689139615534,0.009659835410531,0.1324713425466654,IT,Europe
233,venice_00016_265350847_0252df858c_118_44972214@N00.jpg,0252df858c_118_44972214@N00,32.845269,-117.273988,1,6,48,6.437537987658004e-05,0.9795942504087308,0.020341372655583,US,North America
234,venice_00026_383980273_f31c681f5d_165_35271748@N00.jpg,f31c681f5d_165_35271748@N00,45.433703,12.339298,2,11,230,0.0339091043886128,0.0883009345925529,0.8777900097302336,IT,Europe
235,wales_00004_130253713_3ded2d4456_56_66516604@N00.jpg,3ded2d4456_56_66516604@N00,53.121229,-3.999366,1,7,233,0.0010747104122899,0.8445847775857942,0.154340454967496,GB,Europe
236,wales_00019_442821205_59d2f2ee89_168_96019796@N00.jpg,59d2f2ee89_168_96019796@N00,51.644335,-2.677059,2,11,84,0.0031381575395244,0.0463366858089102,0.9505251780384468,GB,Europe
